0.94958	0.94742	0.93571	0.92811	0.91791	0.90562	0.90133	0.88112	0.83777
0.93833	0.93681	0.92994	0.92741	0.83666	0.70844	0.60692	0.5407	0.50656
0.57459	0.57172	0.55931	0.55444	0.54005	0.52668	0.51747	0.51124	0.5064
0.47143	0.47143	0.47143	0.47143	0.42748	0.42748	0.31559	0.31559	0.31559
0.47143	0.47143	0.47143	0.42748	0.31559	0.31559	0.31559	0.31559	0.24286
0.47143	0.47143	0.47143	0.42748	0.42748	0.31559	0.31559	0.31559	0.24286
0.47143	0.47143	0.42748	0.42748	0.42748	0.31559	0.31559	0.24286	0.24286
0.47143	0.47143	0.42748	0.42748	0.42748	0.31559	0.31559	0.24286	0.24286
0.47143	0.42748	0.42748	0.42748	0.31559	0.31559	0.24286	0.24286	0.24286
0.47143	0.47143	0.42748	0.42748	0.42748	0.31559	0.31559	0.24286	0.24286
0.47143	0.42748	0.42748	0.42748	0.42748	0.31559	0.24286	0.24286	0.24286
0.47143	0.47143	0.47143	0.42748	0.42748	0.42748	0.42748	0.31559	0.24286
0.47143	0.47143	0.42748	0.42748	0.42748	0.42748	0.31559	0.24286	0.24286
0.47143	0.42748	0.42748	0.42748	0.31559	0.31559	0.24286	0.24286	0.24286
0.47143	0.47143	0.47143	0.42748	0.42748	0.31559	0.31559	0.31559	0.24286
0.99899	0.98525	0.97051	0.95576	0.94102	0.93505	0.93066	0.91403	0.89893
0.92199	0.92135	0.90868	0.85555	0.82795	0.82713	0.79897	0.76135	0.72826
0.51377	0.51109	0.50673	0.50657	0.50452	0.50444	0.50326	0.50012	0.49958
0.8693	0.86199	0.85122	0.8441	0.7409	0.64632	0.57476	0.52951	0.50278
0.69802	0.69622	0.69072	0.68478	0.65645	0.62915	0.58247	0.5535	0.53798
0.60337	0.59595	0.58681	0.57382	0.55767	0.55378	0.54073	0.51096	0.49114
0.79936	0.79347	0.79154	0.77763	0.77401	0.75117	0.68781	0.68649	0.63282
0.42857	0.42857	0.42857	0.38462	0.38462	0.38462	0.38462	0.27273	0.2
0.42857	0.42857	0.42857	0.38462	0.38462	0.38462	0.38462	0.27273	0.2
0.46601	0.46601	0.42205	0.42205	0.42205	0.42205	0.31016	0.23744	0.23744
0.46601	0.46601	0.42205	0.42205	0.31016	0.31016	0.31016	0.23744	0.23744
0.46601	0.42205	0.42205	0.42205	0.31016	0.31016	0.23744	0.23744	0.23744
0.46601	0.46601	0.42205	0.42205	0.31016	0.31016	0.31016	0.23744	0.23744
0.46601	0.42205	0.42205	0.31016	0.31016	0.31016	0.23744	0.23744	0.23744
0.46601	0.46601	0.42205	0.42205	0.31016	0.31016	0.31016	0.23744	0.23744
0.46601	0.46601	0.46601	0.42205	0.42205	0.42205	0.31016	0.31016	0.23744
0.98998	0.97268	0.94536	0.91804	0.91029	0.9052	0.89348	0.88224	0.87903
0.98744	0.98584	0.98576	0.98455	0.98361	0.98147	0.98058	0.98003	0.97914
0.9239	0.92119	0.90961	0.76427	0.65863	0.58223	0.47766	0.46617	0.42786
0.43641	0.43574	0.43464	0.43436	0.42279	0.42233	0.41731	0.40186	0.40051
0.42857	0.42857	0.42857	0.42857	0.38462	0.38462	0.38462	0.38462	0.27273
0.42857	0.42857	0.42857	0.42857	0.38462	0.27273	0.27273	0.27273	0.27273
0.42857	0.42857	0.42857	0.38462	0.38462	0.27273	0.27273	0.27273	0.2
0.42857	0.42857	0.42857	0.42857	0.38462	0.38462	0.38462	0.38462	0.38462
0.46125	0.41729	0.41729	0.41729	0.41729	0.3054	0.23268	0.23268	0.23268
0.46125	0.46125	0.3054	0.3054	0.3054	0.3054	0.3054	0.23268	0.23268
0.46125	0.46125	0.46125	0.41729	0.41729	0.3054	0.3054	0.3054	0.23268
0.46125	0.46125	0.41729	0.3054	0.3054	0.3054	0.3054	0.23268	0.23268
0.46125	0.46125	0.46125	0.41729	0.41729	0.41729	0.3054	0.3054	0.23268
0.46125	0.46125	0.46125	0.41729	0.41729	0.41729	0.3054	0.3054	0.23268
0.41729	0.41729	0.41729	0.41729	0.3054	0.23268	0.23268	0.23268	0.23268
0.46125	0.41729	0.41729	0.41729	0.3054	0.3054	0.23268	0.23268	0.23268
0.99999	0.9999	0.99969	0.99938	0.99915	0.9991	0.99818	0.99411	0.99006
