Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
0.36283185840707965,0.250814332247557,0.017627118644067796,0.05727848101265823,0.19999999999999993,0.3013698630136986,0.3485342019543973,0.16309012875536477,0.17035110533159947,2
0.32964601769911506,0.4299674267100977,0.007796610169491525,0.039240506329113925,0.40695652173913044,0.31115459882583163,0.3224755700325732,0.1502145922746781,0.5500650195058518,2
0.21460176991150448,0.42019543973941376,0.09050847457627118,0.10759493670886075,0.29565217391304344,0.3679060665362035,0.3192182410423452,0.11587982832618027,0.5604681404421326,2
0.30309734513274333,0.03365906623235615,0.020677966101694912,0.020569620253164556,0.1060869565217391,0.22504892367906065,0.1628664495114006,0.3690987124463519,0.47204161248374515,0
0.2898230088495575,0.37676438653637356,0.023389830508474575,0.05126582278481013,0.25217391304347814,0.2309197651663405,0.11726384364820847,0.43776824034334766,0.14954486345903772,0
0.575221238938053,0.6579804560260586,0.04949152542372881,0.1129746835443038,0.617391304347826,0.471624266144814,0.38110749185667747,0.025751072961373384,0.6319895968790636,1
0.6261061946902655,0.504885993485342,0.005762711864406779,0.05063291139240507,0.4121739130434783,0.36986301369863006,0.37459283387622144,0.09012875536480686,0.7113133940182055,3
0.38938053097345127,0.256243213897937,0.01694915254237288,0.05379746835443038,0.2921739130434782,0.38747553816046965,0.2377850162866449,0.16309012875536477,0.33159947984395316,2
0.35398230088495575,0.6275787187839305,0.03491525423728814,0.07246835443037974,0.6556521739130434,0.3522504892367906,0.44951140065146566,0.12446351931330474,0.38751625487646296,3
0.43805309734513276,0.4831704668838219,0.03762711864406779,0.07784810126582278,0.4278260869565217,0.4207436399217221,0.3387622149837133,0.10300429184549356,0.4512353706111834,3
0.2853982300884955,0.3224755700325733,0.004406779661016949,0.018037974683544303,0.1895652173913043,0.23679060665362034,0.06514657980456023,0.4506437768240343,0.44343302990897265,0
0.42256637168141586,0.16503800217155273,0.005423728813559322,0.033860759493670886,0.24695652173913044,0.49902152641878667,0.28664495114006516,0.1459227467811159,0.43042912873862155,2
0.14601769911504425,0.18783930510314872,0.012542372881355932,0.04145569620253165,0.3252173913043478,0.25048923679060664,0.14332247557003258,0.3304721030042918,0.45513654096228867,0
0.33628318584070793,0.19218241042345285,0.09796610169491525,0.10822784810126583,0.2747826086956521,0.20939334637964774,0.12052117263843648,0.3648068669527897,0.41612483745123535,0
0.1969026548672566,0.4831704668838219,0.015254237288135592,0.038607594936708865,0.17043478260869563,0.2446183953033268,0.17263843648208466,0.33905579399141633,0.057217165149544835,0
0.41150442477876104,0.46579804560260596,0.0759322033898305,0.09525316455696202,0.3495652173913043,0.3522504892367906,0.27035830618892503,0.23175965665236054,0.33289986996098825,2
0.21017699115044242,0.4277958740499458,0.015254237288135592,0.03354430379746836,0.19130434782608688,0.19373776908023482,0.1009771986970684,0.5107296137339057,0.2223667100130039,0
0.5353982300884956,0.49077090119435407,0.09525423728813559,0.179746835443038,0.6834782608695652,0.38943248532289626,0.3908794788273615,0.06866952789699568,0.4837451235370612,3
0.47123893805309736,0.252985884907709,0.030508474576271184,0.05031645569620253,0.3669565217391304,0.2602739726027397,0.28338762214983715,0.1545064377682403,0.3237971391417425,2
0.5398230088495575,0.6644951140065148,0.002033898305084746,0.07848101265822785,0.5165217391304348,0.3502935420743639,0.15635179153094458,0.22317596566523606,0.7997399219765928,3
0.3141592920353983,0.08794788273615639,0.011864406779661017,0.046202531645569624,0.40521739130434775,0.30528375733855184,0.10423452768729641,0.23605150214592274,0.1950585175552666,2
0.3141592920353983,0.4505971769815419,0.01288135593220339,0.03512658227848102,0.029565217391304327,0.15459882583170254,0.1270358306188925,0.5107296137339057,0.43172951885565675,0
0.26991150442477874,0.24212812160694897,0.0013559322033898306,0.0,0.31130434782608696,0.20939334637964774,0.10749185667752442,0.3218884120171674,0.4525357607282185,0
0.24778761061946908,0.1346362649294245,0.028135593220338984,0.04936708860759494,0.27652173913043476,0.21135029354207435,0.1237785016286645,0.3733905579399141,0.3550065019505852,0
0.2831858407079646,0.15092290988056456,0.001694915254237288,0.006962025316455696,0.26956521739130423,0.16634050880626222,0.09446254071661236,0.6609442060085837,0.5110533159947985,0
0.20353982300884954,0.28338762214983715,0.05559322033898304,0.0680379746835443,0.1773913043478261,0.21526418786692758,0.09120521172638435,0.38626609442060084,0.17685305591677503,0
0.3672566371681416,0.3604777415852335,0.006779661016949152,0.012974683544303797,0.13739130434782607,0.22309197651663404,0.14332247557003258,0.3261802575107296,0.14174252275682703,0
0.5353982300884956,0.39305103148751364,0.034237288135593215,0.05316455696202532,0.43130434782608695,0.2446183953033268,0.3908794788273615,0.042918454935622324,0.5838751625487646,3
0.3584070796460177,0.3213897937024972,0.011525423728813558,0.030063291139240507,0.22956521739130434,0.1780821917808219,0.1237785016286645,0.3304721030042918,0.3433029908972692,0
0.8650442477876107,0.5200868621064062,0.2288135593220339,0.2892405063291139,0.4208695652173913,0.7984344422700587,0.5407166123778502,0.017167381974248913,0.776332899869961,1
0.6924778761061947,0.6720955483170469,0.11728813559322034,0.1819620253164557,0.36,0.5636007827788649,0.3680781758957654,0.042918454935622324,0.48634590377113135,1
0.21902654867256632,0.09989142236699244,0.08135593220338982,0.09240506329113925,0.3339130434782608,0.22504892367906065,0.1009771986970684,0.3605150214592275,0.5032509752925878,0
0.48672566371681414,0.697068403908795,0.06949152542372881,0.10569620253164558,0.4695652173913043,0.3502935420743639,0.3908794788273615,0.111587982832618,0.3276983094928479,3
0.3606194690265486,0.5407166123778502,0.2861016949152542,0.299367088607595,0.33565217391304336,0.5088062622309197,0.2931596091205212,0.3218884120171674,0.7230169050715214,3
0.18584070796460178,0.4733984799131379,0.02406779661016949,0.05379746835443038,0.12347826086956518,0.23874755381604695,0.08469055374592832,0.3562231759656653,0.34720416124837455,0
0.3163716814159292,0.5439739413680782,0.2823728813559322,0.2965189873417722,0.31130434782608696,0.25440313111545987,0.3452768729641693,0.2103004291845494,0.5279583875162548,2
0.31194690265486724,0.46579804560260596,0.1023728813559322,0.10854430379746836,0.13739130434782607,0.18003913894324852,0.10749185667752442,0.3690987124463519,0.3693107932379714,0
0.32300884955752207,0.39305103148751364,0.06271186440677966,0.07974683544303798,0.30434782608695643,0.24070450097847357,0.21824104234527686,0.4592274678111588,0.3797139141742523,0
0.19469026548672563,0.15200868621064056,0.007796610169491525,0.02721518987341772,0.2799999999999999,0.19373776908023482,0.1009771986970684,0.3304721030042918,0.4668400520156047,0
0.4402654867256637,0.3702497285559174,0.18677966101694915,0.23069620253164558,0.5756521739130434,0.7221135029354206,0.4788273615635179,0.10300429184549356,0.5513654096228868,1
0.5331858407079646,0.5179153094462542,0.010508474576271186,0.00759493670886076,0.5582608695652174,0.6927592954990215,0.6384364820846905,0.0,0.9232769830949283,1
0.38716814159292035,0.6340933767643867,0.163728813559322,0.21297468354430377,0.417391304347826,0.5772994129158513,0.35830618892508137,0.07725321888412015,0.7685305591677503,3
0.5730088495575221,0.46579804560260596,0.23355932203389831,0.270253164556962,0.6313043478260869,0.37573385518590996,0.3420195439739413,0.2575107296137339,0.4967490247074123,3
0.25,0.3137893593919654,0.05864406779661017,0.11772151898734177,0.34434782608695647,0.41291585127201563,0.27035830618892503,0.12875536480686695,0.34460338101430427,3
0.3185840707964601,0.2909880564603692,0.02949152542372881,0.042405063291139244,0.38782608695652165,0.43052837573385516,0.24429967426710092,0.24034334763948495,0.5409622886866059,2
0.08849557522123891,0.22258414766558088,0.008813559322033898,0.02246835443037975,0.23652173913043475,0.1898238747553816,0.08794788273615634,0.39055793991416304,0.37321196358907677,0
0.10398230088495575,0.3702497285559174,0.010508474576271186,0.026265822784810124,0.21391304347826082,0.23483365949119372,0.17263843648208466,0.4463519313304721,0.1105331599479844,0
0.26991150442477874,0.4571118349619978,0.003728813559322034,0.01708860759493671,0.2417391304347826,0.24070450097847357,0.07817589576547229,0.3605150214592275,0.4369310793237971,0
0.19911504424778753,0.3615635179153095,0.007457627118644068,0.02721518987341772,0.21217391304347824,0.18003913894324852,0.08794788273615634,0.3304721030042918,0.19635890767230169,0
0.26327433628318586,0.12377850162866444,0.23966101694915254,0.2689873417721519,0.26086956521739124,0.28180039138943247,0.30618892508143325,0.4592274678111588,0.5188556566970091,2
0.6349557522123894,0.5841476655808904,0.04101694915254237,0.11234177215189872,0.5913043478260869,0.7162426614481409,0.6579804560260586,0.012875536480686678,0.8751625487646293,1
0.31194690265486724,0.1009771986970684,0.009491525423728813,0.03259493670886076,0.10956521739130431,0.20156555772994128,0.05537459283387619,0.34763948497854075,0.0624187256176853,0
0.4247787610619469,0.3159609120521172,0.01389830508474576,0.061708860759493674,0.3582608695652173,0.4050880626223092,0.260586319218241,0.16309012875536477,0.41742522756827044,2
0.7234513274336284,0.6981541802388708,0.48813559322033895,0.5379746835443038,0.6104347826086955,0.43639921722113506,0.537459283387622,0.20600858369098712,0.33159947984395316,1
